,year,selling_price,km_driven,mileage,engine,max_power,seats
576,2009,270000,70000,13.6,2523,63.0,8
577,2014,600000,90000,13.58,2499,72.4,9
578,2015,715000,50000,22.54,1396,88.73,5
579,2019,875000,25000,18.49,1493,100.0,7
580,2011,420000,100000,13.5,2179,115.0,5
581,2007,325000,70000,10.1,2354,152.0,5
582,2017,385000,30000,20.63,1198,67.06,5
583,2016,300000,40000,18.15,1198,82.0,6
584,2014,300000,35000,23.1,998,67.04,5
585,2004,80000,120000,13.2,1495,94.0,5
586,2012,400000,120000,15.96,2523,62.1,7
587,2012,168000,190000,19.09,1396,69.0,5
588,2016,550000,120000,15.96,2523,62.1,9
589,2012,300000,120000,19.43284223558543,1435,88.10307019094766,5
590,2011,320000,175000,13.6,2523,63.0,7
591,2011,320000,175000,15.96,2523,63.0,9
592,2013,280000,80000,21.02,1248,88.76,5
593,2018,500000,10000,20.14,1197,81.86,5
594,2013,380000,90000,20.5,1598,103.5,5
595,2012,340000,110000,15.96,2523,63.0,9
596,2007,160000,120000,13.6,2523,63.0,9
597,2014,750000,50000,12.99,2494,100.6,7
598,2018,531000,20000,18.9,1197,81.86,5
599,2017,300000,35000,23.01,999,67.0,5
600,2014,350000,60000,20.14,1498,88.8,5
601,2010,150000,68000,18.6,1199,79.4,5
602,2017,1625000,54000,16.0,2179,140.0,7
603,2006,140000,65000,19.43284223558543,1435,88.10307019094766,5
604,2004,250000,80000,19.43284223558543,1435,88.10307019094766,5
605,2006,85000,120000,16.8,1405,68.0,5
606,2018,450000,30000,18.9,1197,81.86,5
607,2011,170000,55113,19.43284223558543,1435,88.10307019094766,5
608,2017,360000,50000,27.28,1047,69.0,5
609,2020,390000,6000,23.95,998,67.05,5
610,2011,145000,50000,15.37,1196,73.0,7
611,2012,540000,90000,12.05,2179,120.0,8
612,2008,290000,126000,12.8,2494,102.0,8
613,2013,300000,90000,25.0,1396,69.0,5
614,2011,441000,70000,10.5,2609,120.0,7
615,2003,50000,80000,19.43284223558543,1435,88.10307019094766,5
616,2011,180000,80000,21.1,814,55.2,5
617,2013,200000,80000,21.1,814,55.2,5
618,2005,85000,150000,19.7,796,46.3,5
619,2016,700000,110000,24.3,1248,88.5,5
620,2010,275000,80000,22.07,1199,73.9,5
621,2019,600000,20000,18.9,1197,81.86,5
622,2011,250000,120000,13.0,2489,95.0,8
623,2016,600000,120000,15.96,2523,63.0,9
624,2010,200000,80000,20.4,1248,91.2,5
625,2012,420000,120000,19.3,1248,73.9,5
626,2012,321000,100000,23.0,1396,90.0,5
627,2012,350000,120000,14.0,2498,112.0,8
628,2017,490000,80000,17.8,1198,86.7,5
629,2015,680000,90000,15.4,2523,75.0,7
630,2016,298000,70000,23.95,998,67.05,5
631,1999,80000,110000,19.43284223558543,1435,88.10307019094766,5
632,2010,400000,60000,19.43284223558543,1435,88.10307019094766,5
633,2013,1075000,110000,12.8,2953,156.0,7
634,2017,500000,20000,18.9,1197,82.0,5
635,2014,650000,90000,15.1,2179,140.0,7
636,2008,80000,70000,15.26,1150,74.9,5
637,2009,290000,120000,13.6,2523,63.0,7
638,2006,220000,120000,10.5,2179,120.0,8
639,2017,229999,80000,22.7,799,53.0,5
640,2003,150000,132478,13.6,2523,63.0,7
641,2014,500000,45000,19.1,1197,85.8,5
642,2019,720000,10000,19.0,1194,94.68,5
643,2012,100000,51000,16.1,796,37.0,4
644,2014,810000,100000,15.1,2179,140.0,7
645,2010,165000,30000,19.7,796,46.3,5
646,2016,409999,60000,12.2,1994,105.3,10
647,2013,430000,86000,22.9,1248,74.0,5
648,2015,300000,15000,20.62,1198,67.0,7
649,2011,350000,137500,19.3,1248,73.9,5
650,2018,400000,60000,23.01,999,67.0,5
651,2016,420000,70000,18.2,1248,73.74,7
652,2015,430000,5000,20.51,998,67.04,5
653,2015,210000,40000,21.1,814,55.2,5
654,2015,600000,60000,19.01,1461,108.45,5
655,2008,150000,70000,17.7,1497,78.0,5
656,2019,550000,15000,20.3,1199,84.0,5
657,2011,320000,110000,19.3,1248,73.9,5
658,2000,80000,70000,16.1,796,37.0,4
659,2019,800000,10000,27.4,1498,98.63,5
660,2013,500000,60000,16.02,1373,93.7,7
661,2011,229999,110000,18.8,1248,90.0,5
662,2015,630000,35000,18.6,1197,81.83,5
663,2016,190000,70000,16.8,796,34.2,8
664,2011,450000,100000,13.6,2523,63.0,7
665,2008,95000,120000,19.7,796,46.3,5
666,2009,101000,90000,19.7,796,35.0,8
667,2016,500000,70000,25.8,1498,98.6,5
668,2014,1019999,88000,12.99,2494,100.6,7
669,2012,244000,38000,21.1,814,55.2,5
670,2013,250000,90000,20.51,998,67.04,5
671,2016,660000,60000,21.4,1197,83.1,5
672,2010,270000,60000,18.5,1197,80.0,5
673,2012,280000,156060,23.2,1248,73.94,5
674,2017,1050000,60000,19.67,1582,126.2,5
675,2017,525000,70000,20.85,1197,83.14,5
676,2017,850000,35000,23.9,1582,126.2,5
677,2016,1165000,50000,16.0,1997,140.0,7
678,2012,345000,50000,18.6,1197,85.8,5
679,2007,95000,100000,17.8,1086,63.0,5
680,2015,241000,15000,22.74,796,47.3,5
681,2015,615000,80000,22.77,1498,98.59,5
682,2014,350000,110000,20.8,1461,64.1,5
683,2014,380000,35000,20.51,998,67.04,5
684,2010,220000,40000,19.0,998,67.1,5
685,2009,125000,100000,17.0,1405,71.0,5
686,2015,360000,20000,19.81,1086,68.05,5
687,2019,550000,15000,18.9,1197,81.86,5
688,2011,200000,70000,16.6,1388,68.0,5
689,2016,327000,20000,18.15,1198,82.0,6
690,2016,425000,15000,19.81,1086,68.05,5
691,2017,620000,107000,28.4,1248,74.02,5
692,2011,130000,54000,18.4,1248,75.0,5
693,2009,120000,58000,19.7,796,46.3,5
694,2015,204999,43000,20.3,998,68.05,5
695,2017,625000,43000,28.4,1248,74.02,5
696,2011,150000,150000,12.8,1396,85.0,5
697,2018,220000,10000,16.8,796,34.2,8
698,2016,576000,35000,18.6,1197,81.83,5
699,2016,265000,50000,25.17,799,53.3,5
700,2005,50000,60000,19.43284223558543,1435,88.10307019094766,5
701,2011,300000,80000,22.32,1582,126.32,5
702,2017,420000,110000,24.7,1047,69.0,5
703,2015,750000,14000,20.77,1248,88.76,7
704,2012,165000,60000,30.46,796,47.3,5
705,2017,290000,28000,25.17,799,53.3,5
706,2011,160000,57000,21.1,814,55.2,5
707,2017,695000,50000,26.59,1248,74.0,5
708,2012,231000,70000,26.2,998,58.2,5
709,2015,1050000,60000,21.43,1364,87.2,5
710,2013,400000,70000,18.5,1197,82.85,5
711,2010,150000,120000,21.12,1248,88.8,5
712,2016,400000,140000,14.02,2179,118.3,7
713,2010,120000,100000,17.0,1405,70.0,5
714,2014,480000,120000,14.02,2179,118.3,7
715,2013,200000,120000,19.09,1405,69.01,5
716,2012,300000,64000,17.8,1399,67.0,5
717,2015,350000,25000,23.1,998,67.04,5
718,2019,580000,12000,20.0,999,72.0,7
719,2016,750000,120000,11.0,2179,120.0,5
720,2016,261000,90000,25.17,799,53.3,5
721,2010,320000,300000,13.6,2523,63.0,7
722,2012,204999,120000,19.09,1396,69.0,5
723,2009,150000,100000,17.7,1399,68.0,5
724,2016,625000,90000,15.96,2523,62.1,7
725,2015,900000,168000,20.6,1968,141.0,5
726,2010,180000,110000,20.0,1399,68.0,5
727,2010,421000,120000,13.6,2523,63.0,7
728,2017,900000,40000,25.5,1498,98.6,5
729,2006,165000,110000,17.7,1497,78.0,5
730,2010,270000,100000,21.9,1396,90.0,5
731,2017,750000,40000,24.3,1248,88.5,5
732,2019,750000,30000,18.6,1197,81.86,5
733,2009,395000,200000,12.8,2494,102.0,7
734,2010,800000,125000,11.5,2982,171.0,7
735,2011,315000,80000,17.0,1197,80.0,5
736,2014,1600000,44000,16.55,1968,147.51,5
737,2013,409999,90000,23.59,1364,67.04,5
738,2017,280000,80000,22.95,1248,74.0,5
739,2012,130000,60000,22.3,1248,74.0,5
740,2014,260000,18945,21.1,814,55.2,5
741,2018,710000,70000,24.0,1186,73.97,5
742,2013,204999,100000,15.1,1196,73.0,7
743,2017,300000,60000,20.62,1198,67.0,7
744,2009,180000,144000,19.3,1248,73.9,5
745,2016,700000,120000,18.49,1493,100.0,7
746,2012,320000,107825,21.9,1396,90.0,5
747,2019,1040000,1620,19.01,1462,103.2,6
748,2018,750000,30000,21.19,1396,88.76,5
749,2018,600000,70000,18.49,2179,120.0,9
750,2016,550000,70000,15.96,2523,63.0,9
751,2017,550000,50000,24.7,1047,69.0,5
752,2015,750000,160000,25.1,1498,98.6,5
753,2019,450000,10000,20.3,1086,68.0,5
754,2012,400000,100000,20.77,1248,88.76,7
755,2016,520000,50000,25.2,1248,74.0,5
756,2013,199000,60000,20.2,998,67.1,5
757,2011,250000,85000,21.5,1248,88.8,5
758,2010,200000,90000,18.9,1061,67.0,5
759,2011,130000,90000,25.0,1396,69.0,5
760,2007,90000,90000,16.1,796,37.0,4
761,2012,450000,120000,22.32,1582,126.32,5
762,2007,280000,160000,13.93,2956,138.1,7
763,2006,120000,141000,17.3,993,60.0,5
764,2008,290000,100000,17.8,1248,75.0,5
765,2019,1000000,15000,22.1,1396,88.7,5
766,2012,415000,108000,23.4,1248,74.0,5
767,2015,240000,55000,25.44,936,56.3,5
768,2010,250000,37944,18.4,1248,75.0,5
769,2008,220000,85000,16.8,1493,110.0,5
770,2003,85000,120000,20.8,1527,58.0,5
771,2019,675000,5000,21.21,1197,81.8,5
772,2016,535000,50000,19.87,1461,83.8,5
773,2019,675000,5000,20.0,999,72.0,7
774,2011,150000,80000,15.37,1196,73.0,5
775,2007,90000,60000,18.2,1061,64.0,5
776,2017,850000,63186,22.54,1396,88.73,5
777,2008,305000,219000,13.6,2523,63.0,7
778,2013,910000,110000,12.99,2494,100.0,7
779,2012,1100000,151000,12.8,2494,102.0,8
780,2010,150000,91500,19.7,796,46.3,5
781,2015,550000,23000,25.2,1248,74.0,5
782,2012,350000,40000,20.54,1598,103.6,5
783,2018,1745000,10000,11.36,2755,171.5,7
784,2014,611000,90000,14.0,2523,75.0,7
785,2016,400000,68000,19.4,1198,86.8,5
786,2013,700000,120000,22.7,1582,126.24,5
787,2013,300000,65000,22.1,1248,76.9,5
788,2005,65000,85000,15.3,1341,83.0,5
789,2011,200000,94000,18.9,998,67.1,5
790,2015,650000,100000,22.54,1396,88.73,5
791,2015,650000,80000,22.54,1396,88.73,5
792,2013,350000,80000,22.07,1199,73.9,5
793,2011,75000,140500,17.88,1396,52.8,5
794,2013,240000,60000,20.92,998,67.1,5
795,2011,180000,120000,18.4,1248,75.0,5
796,2014,900000,80000,13.01,2199,194.3,7
797,2014,425000,63000,18.06,2523,63.0,7
798,2009,95000,120000,18.0,995,62.0,5
799,2018,811000,100000,28.4,1248,74.02,5
800,2018,1100000,60000,17.0,1591,121.3,5
801,2013,600000,90000,13.58,2499,72.4,9
802,2014,550000,50000,20.77,1248,88.76,7
803,2015,715000,70000,15.4,2179,120.0,7
804,2010,300000,40000,19.43284223558543,1435,88.10307019094766,5
805,2006,100000,120000,16.1,1405,70.0,5
806,2013,500000,195000,14.0,2523,75.0,8
807,2012,325000,120000,13.93,2179,138.03,7
808,2012,220000,360003,18.9,998,67.1,5
809,1999,55000,60000,16.1,796,37.0,4
810,2016,330000,20000,25.17,799,53.3,5
811,2014,480000,37000,15.96,2523,62.1,7
812,2018,950000,57000,25.1,1248,88.5,5
813,2011,300000,110000,16.2,1493,110.0,5
814,2006,170000,110000,13.9,1599,103.2,5
815,2013,850000,120000,12.99,2494,100.57,8
816,2019,900000,8079,24.7,1047,69.0,5
817,2015,1325000,114368,12.99,2494,100.6,7
818,2012,350000,79990,17.8,1399,67.0,5
819,2012,425000,81632,20.0,1399,68.0,5
820,2014,750000,101504,22.7,1498,89.84,5
821,2012,450000,90165,17.8,1399,67.0,5
822,2013,900000,85036,15.1,2179,140.0,7
823,2013,350000,160254,19.43284223558543,1435,88.10307019094766,5
824,2013,600000,125531,22.77,1498,98.59,5
825,2019,1100000,10000,17.0,1591,121.3,5
826,2018,950000,40000,21.5,1497,108.5,5
827,2008,229999,120000,17.0,1497,118.0,5
828,2013,409999,100000,23.2,1248,73.94,5
829,2011,300000,110000,17.8,1399,68.0,5
830,2008,175000,120000,16.8,1405,68.0,5
831,2000,108000,206000,19.7,796,46.3,5
832,2017,425000,40000,23.1,998,67.04,5
833,2011,272000,170000,16.52,1991,123.7,5
834,2017,1125000,105000,21.38,1396,88.7,5
835,2011,388000,80000,22.07,1199,73.9,5
836,2011,400000,60000,16.2,1599,103.2,5
837,2015,760000,70000,25.1,1498,98.6,5
838,2009,120000,90000,19.7,796,46.3,5
839,2019,757000,25000,28.4,1248,74.02,5
840,2015,270000,53000,22.74,796,47.3,5
841,2011,250000,90000,13.55,2179,118.35,7
842,2011,800000,60000,12.8,2494,102.0,7
843,2014,1380000,150000,13.0,2982,168.5,7
844,2014,700000,24000,16.55,2498,105.0,6
845,2016,450000,100000,24.2,1498,98.6,7
846,2018,650000,6000,18.15,1198,82.0,6
847,2013,950000,49700,15.1,2179,140.0,7
848,2007,626000,80000,12.8,2494,102.0,7
849,2000,200000,100000,19.43284223558543,1435,88.10307019094766,5
850,2019,600000,10000,21.21,1197,81.8,5
851,2019,290000,21000,25.17,799,53.3,5
852,2013,215000,25000,20.92,998,67.1,5
853,2016,250000,22000,25.17,799,53.3,5
854,2016,250000,20000,23.95,998,67.05,5
855,2017,950000,15000,15.4,1497,117.3,7
856,2018,793000,30000,25.83,1498,99.0,5
857,2017,725000,6550,18.2,1199,88.7,5
858,2016,480000,30000,24.0,1120,70.0,5
859,2013,3750000,56000,11.2,2993,241.0,4
860,2018,795000,41779,21.21,1197,81.8,5
861,2016,625000,54000,18.7,1199,88.7,5
862,2016,2900000,31000,13.0,2143,204.0,5
863,2017,625000,37000,26.8,1248,74.0,5
864,2011,440000,90000,18.1,1991,147.9,4
865,2018,1400000,13534,14.28,1798,138.03,5
866,2017,2700000,23000,17.9,2143,136.0,5
867,2019,1925000,43000,11.36,2755,171.5,8
868,2020,1900000,5000,17.8,1493,113.4,5
869,2017,844999,70000,28.09,1248,88.5,5
870,2016,650000,99000,21.66,1498,103.52,5
871,2018,6000000,28156,17.09,2993,261.4,4
872,2015,610000,30000,18.7,1199,88.7,5
873,2017,1150000,63309,19.67,1582,126.2,5
874,2016,1825000,94000,11.36,2755,171.5,7
875,2017,385000,155000,25.0,1396,69.01,5
876,2016,400000,35000,23.1,998,67.04,5
877,2018,550000,50000,24.0,1186,73.97,5
878,2010,270000,185000,14.8,2499,80.0,7
879,2013,200000,175000,19.09,1396,69.0,5
880,2016,310000,11500,25.17,799,53.3,5
881,2019,700000,3000,25.4,1186,73.97,5
882,2015,480000,80000,22.1,1248,74.0,5
883,2005,90000,40000,19.7,796,46.3,5
884,2015,350000,90000,23.2,1248,73.94,5
885,2012,350000,25000,21.03,1461,65.0,5
886,2011,600000,50000,12.05,2179,120.0,8
887,2018,650000,31800,18.6,1197,81.86,5
888,2014,300000,65000,20.36,1197,78.9,5
889,2012,254999,70000,20.8,1461,65.0,5
890,2017,650000,5000,18.16,1196,86.8,5
891,2017,280000,50000,21.1,814,55.2,5
892,2011,100000,80000,17.2,1396,53.5,5
893,2014,575000,70000,13.58,2499,72.4,9
894,2013,467000,157000,15.96,2523,62.1,7
895,2011,225000,80000,19.81,1086,68.05,5
896,2004,90000,90000,19.43284223558543,1435,88.10307019094766,5
897,2004,80000,80000,19.43284223558543,1435,88.10307019094766,5
898,2012,300000,80000,19.43284223558543,1435,88.10307019094766,5
899,2012,260000,70000,21.03,1461,65.0,5
900,2009,90000,50000,16.0,995,63.0,5
901,2012,280000,60000,20.0,1399,68.0,5
902,2014,350000,106000,20.8,1461,65.0,5
903,2006,229999,80000,10.5,2179,120.0,7
904,2016,550000,80000,15.96,2523,63.0,9
905,2013,850000,110000,12.99,2494,100.0,8
906,2011,370000,120000,13.6,2523,63.0,7
907,2010,180000,70000,18.9,1061,67.0,5
908,2018,530000,60000,25.4,1186,73.97,5
909,2017,610000,15000,22.0,1197,81.8,5
910,2011,200000,40000,19.43284223558543,1435,88.10307019094766,5
911,2010,265000,135000,14.0,2498,112.0,8
912,2018,560000,26300,23.84,1199,84.0,5
913,2014,430000,120000,15.96,2523,62.1,7
914,2017,711000,35000,28.4,1248,74.02,5
915,2015,511000,30000,20.85,1197,83.14,5
916,2012,450000,165000,15.96,2523,62.1,7
917,2015,325000,50000,17.57,1193,88.7,5
918,2010,210000,100000,20.0,1399,68.0,5
919,2009,140000,90000,19.43284223558543,1435,88.10307019094766,5
920,2007,160000,120000,15.0,1586,104.68,5
921,2017,650000,70000,17.5,1373,91.1,7
922,2008,250000,90000,19.43284223558543,1435,88.10307019094766,5
923,2014,320000,72000,18.6,1197,81.83,5
924,2017,290000,50000,23.01,999,67.0,5
925,1996,163000,5000,19.43284223558543,1435,88.10307019094766,5
926,2013,80000,30000,25.4,624,37.48,4
927,2015,600000,110000,26.21,1248,88.5,5
928,2017,340000,25000,25.17,799,53.3,5
929,2014,750000,120000,12.99,2494,100.6,7
930,2006,100000,40000,19.7,796,46.3,5
931,2019,395000,10000,25.17,799,53.3,5
932,2010,200000,65000,18.9,1061,67.0,5
933,2019,450000,10000,21.94,1196,61.7,5
934,2012,180000,110000,13.87,1390,75.0,5
935,2008,190000,120000,13.6,2523,63.0,7
936,2015,310000,72000,15.37,1196,73.0,5
937,2014,351000,89100,23.2,1248,73.94,5
938,2006,190000,94000,17.4,1599,104.0,5
939,2015,225000,120000,21.1,814,55.2,5
940,2012,130000,110000,16.2,995,62.1,5
941,2018,1000000,50000,28.09,1248,88.5,5
942,2004,55000,90000,16.8,1405,62.0,5
943,2014,330000,23000,18.2,1199,82.4,5
944,2013,166000,50000,16.8,796,34.2,5
945,2017,370000,140000,21.94,1196,61.7,5
946,2019,720000,16000,17.4,1197,81.86,5
947,2019,570000,15000,20.14,1197,81.86,5
948,2010,210000,200000,17.5,1197,85.8,5
949,2009,120000,120000,19.7,796,46.3,5
950,2005,95000,120000,15.3,1341,83.0,5
951,2016,392000,38000,15.37,1196,73.0,5
952,2010,150000,104000,15.0,1368,90.0,5
953,2017,595000,120000,15.4,1497,117.3,7
954,2018,833000,35000,24.3,1248,88.5,5
955,2011,280000,210000,22.9,1248,74.0,5
956,2009,180000,85000,21.1,1248,73.9,5
957,2012,225000,80000,18.9,998,67.1,5
958,2012,1400000,50000,14.84,2143,170.0,5
959,2010,550000,216000,12.8,2494,102.0,8
960,2015,650000,84000,28.09,1248,88.5,5
961,2012,730000,210000,12.99,2494,100.0,7
962,2006,81000,100000,15.3,1341,83.0,5
963,2007,170000,78000,16.1,1298,88.2,5
964,2002,81000,161000,13.0,1493,100.0,5
965,2005,95000,70000,19.7,796,46.3,5
966,2017,880000,65000,19.98,1461,108.5,8
967,2015,200000,50000,25.17,799,53.3,5
968,2019,480000,25000,20.52,1197,81.8,5
969,2013,480000,100000,15.96,2523,62.1,9
970,2018,700000,6000,18.6,1197,81.83,5
971,2016,850000,72113,21.9,1498,98.6,7
972,2012,300000,40000,23.57,1396,70.0,5
973,2017,650000,8000,18.6,1197,81.83,5
974,2010,220000,20000,21.1,1197,85.8,5
975,2014,400000,90000,25.2,1248,74.0,5
976,2018,1030000,25000,25.1,1248,88.5,5
977,2010,190000,100000,18.8,1248,90.0,5
978,2006,140000,60000,16.6,1388,68.0,5
979,2018,800000,30000,21.19,1396,88.76,5
980,2007,229999,120000,10.5,2609,120.0,7
981,2011,300000,80000,13.93,2179,138.03,7
982,2010,140000,75000,18.6,1199,79.4,5
983,2014,420000,90000,24.4,1120,71.01,5
984,2012,300000,100000,23.08,1461,63.12,5
985,2012,150000,110000,22.3,1248,74.0,5
986,2011,204999,100000,20.0,1399,68.0,5
987,2017,625000,50000,25.4,1186,73.97,5
988,2011,280000,200000,20.5,1248,91.7,5
989,2014,1050000,146000,13.01,2199,194.3,7
990,2009,250000,80000,12.9,1598,102.5,5
991,2010,535000,96443,11.57,2179,138.1,7
992,2009,400000,100000,11.7,2354,177.6,5
993,2019,610000,10000,21.21,1197,81.8,5
994,2014,511000,100000,23.4,1248,74.0,5
995,2014,451000,91000,22.54,1396,88.73,5
996,2009,170000,100000,20.36,1197,78.9,5
997,2011,375000,90000,17.0,1497,118.0,5
998,2016,305000,60000,22.74,796,47.3,5
999,2016,315000,51500,25.17,799,53.3,5
1000,2016,250000,60000,22.1,1248,74.0,5
1001,2012,200000,104500,20.0,1399,68.0,5
1002,2012,400000,120000,19.01,1461,108.45,5
1003,2014,509999,100000,22.9,1248,74.0,5
1004,2008,375000,90000,13.5,1799,130.0,5
1005,2005,150000,150000,18.9,998,67.1,5
1006,2006,75000,60000,18.9,998,67.1,5
1007,2015,465000,50000,17.43,1396,105.5,5
1008,2019,700000,10000,24.0,1186,73.97,5
1009,2015,950000,120000,15.4,1997,120.0,7
1010,2017,610000,40000,18.6,1197,81.83,5
1011,2004,60000,120000,19.43284223558543,1435,88.10307019094766,5
1012,2014,235000,50000,22.74,796,47.3,5
1013,2014,472000,90000,20.45,1461,83.8,5
1014,2018,500000,10000,23.5,909,45.0,8
1015,2019,360000,27000,23.95,998,67.05,5
1016,2016,649000,70000,26.59,1248,74.0,5
1017,2017,200000,50000,16.8,796,34.2,5
1018,2008,240000,60000,19.43284223558543,1435,88.10307019094766,5
1019,2014,400000,110000,24.0,1120,70.0,5
1020,2015,250000,100000,27.62,793,47.0,5
1021,2018,1200000,50000,17.3,1497,121.0,7
1022,2009,250000,105000,17.8,1248,75.0,5
1023,2013,819999,110000,12.99,2494,100.6,8
1024,2014,800000,60000,15.1,2179,140.0,7
1025,2010,150000,60000,17.92,1086,62.1,5
1026,2012,170000,90000,25.44,936,57.6,5
1027,2013,360000,81000,19.01,1461,108.45,5
1028,2018,570000,80000,25.4,1186,73.97,5
1029,2012,350000,105000,19.01,1461,108.45,5
1030,2017,600000,60000,19.43284223558543,1435,88.10307019094766,5
1031,2017,700000,227000,17.5,1373,91.1,7
1032,2012,375000,100000,19.01,1461,108.45,5
1033,2019,450000,60000,21.94,1196,61.7,5
1034,2013,325000,70000,21.9,1396,88.76,5
1035,2011,260000,120000,20.54,1598,103.6,5
1036,2009,130000,80000,19.7,796,46.3,5
1037,2008,150000,120000,11.57,2179,138.1,7
1038,2014,220000,40000,17.92,1086,62.1,5
1039,2014,275000,53000,20.36,1197,78.9,5
1040,2017,455000,60000,25.2,1248,74.0,5
1041,2017,570000,30000,18.6,1197,81.83,5
1042,2013,330000,100000,20.54,1598,103.6,5
1043,2018,1576000,70000,13.68,2393,147.8,7
1044,2012,450000,98000,20.77,1248,88.8,7
1045,2014,250000,60000,21.1,814,55.2,5
1046,2010,165000,80000,20.36,1197,78.9,5
1047,2013,800000,117000,11.18,2696,184.0,7
1048,2017,525000,19723,20.3,1199,84.0,5
1049,2016,825000,21446,16.8,1497,116.3,5
1050,2017,750000,52289,25.1,1248,88.5,5
1051,2017,950000,54470,15.4,2179,120.0,7
1052,2017,675000,25471,21.9,1396,90.0,5
1053,2019,490000,33928,23.84,1199,84.48,5
1054,2009,350000,54290,17.0,1497,118.0,5
1055,2016,475000,2118,19.4,1198,86.8,5
1056,2017,950000,61379,15.4,2179,120.0,7
1057,2010,350000,58544,17.4,1497,117.3,5
1058,2016,400000,74381,21.79,998,67.05,5
1059,2001,75000,35000,16.1,796,37.0,4
1060,2008,175000,65000,18.9,998,67.1,5
1061,2014,570000,74000,15.96,2523,62.1,7
1062,2012,270000,56000,20.36,1197,78.9,5
1063,2019,434999,19500,20.3,1086,68.07,5
1064,2015,495000,30000,18.6,1197,81.83,5
1065,2017,600000,5000,20.14,1197,81.86,5
1066,2015,700000,25000,17.01,1591,121.4,5
1067,2016,565000,72000,19.43284223558543,1435,88.10307019094766,5
1068,2005,250000,80000,13.6,2523,63.0,7
1069,2013,409999,29000,15.0,1598,103.5,5
1070,2016,495000,56832,19.87,1461,83.14,5
1071,2014,470000,30528,18.6,1197,81.86,5
1072,2013,350000,65285,24.7,1498,98.63,5
1073,2020,1560000,20102,13.68,2393,147.51,8
1074,2015,480000,43000,18.7,1199,88.7,5
1075,2013,270000,52380,23.59,1364,67.04,5
1076,2018,660000,74250,21.0,1498,74.96,7
1077,2017,490000,57247,20.89,1197,81.8,5
1078,2017,800000,52000,24.3,1248,88.5,5
1079,2011,350000,47000,16.95,1498,97.7,5
1080,2011,170000,80000,17.8,1399,68.0,5
1081,2011,125000,85000,18.0,1248,75.0,5
1082,2012,400000,100000,19.3,1248,73.9,5
1083,2011,250000,110000,16.95,1498,97.7,5
1084,2010,190000,178000,20.4,1248,91.7,5
1085,2010,125000,120000,19.7,796,46.3,5
1086,2017,1950000,70000,16.3,1956,170.0,5
1087,2011,1300000,120000,12.8,1968,167.6,5
1088,2010,786000,155000,12.8,2494,102.0,8
1089,2015,335000,30000,20.51,998,67.04,5
1090,2009,114999,60000,18.9,1061,67.0,5
1091,2012,229999,70000,22.07,1199,73.9,5
1092,2012,395000,120000,22.32,1582,126.32,5
1093,2015,500000,120000,26.59,1248,74.0,5
1094,2013,240000,100000,20.0,1399,68.1,5
1095,2010,215000,120000,23.0,1396,90.0,5
1096,2012,400000,90000,22.9,1248,74.0,5
1097,2012,191000,90000,19.0,998,67.1,5
1098,2013,351000,100000,14.0,2498,112.0,8
